Release_Date	Polling_Start	Polling_End	NrParticipants	CDU_CSU	SPD	GRÜNE	FDP	LINKE	AFD
28.03.2019	25.03.2019	27.03.2019	1325	30	15	19	9	9	13
15.03.2019	12.03.2019	14.03.2019	1290	31	16	19	8	8	12
22.02.2019	19.02.2019	21.02.2019	1266	31	15	20	7	9	13
08.02.2019	05.02.2019	07.02.2019	1350	30	16	20	8	9	12
25.01.2019	22.01.2019	24.01.2019	1285	31	14	20	8	9	13
11.01.2019	08.01.2019	10.01.2019	1267	29	14	21	8	9	14
14.12.2018	11.12.2018	13.12.2018	1268	30	15	19	7	9	15
23.11.2018	20.11.2018	22.11.2018	1336	27	14	22	8	9	16
09.11.2018	06.11.2018	08.11.2018	1200	27	14	22	9	9	14
19.10.2018	16.10.2018	18.10.2018	1117	27	14	20	8	10	16
28.09.2018	25.09.2018	27.09.2018	1260	28	17	17	8	10	16
14.09.2018	11.09.2018	13.09.2018	1339	30	20	16	7	8	15
31.08.2018	28.08.2018	30.08.2018	1216	31	18	14	8	8	17
10.08.2018	07.08.2018	09.08.2018	1294	31	18	15	8	9	16
13.07.2018	09.07.2018	12.07.2018	1340	31	18	14	7	11	15
29.06.2018	25.06.2018	28.06.2018	1290	32	18	14	9	10	14
08.06.2018	05.06.2018	07.06.2018	1284	33	20	13	8	10	13
18.05.2018	15.05.2018	17.05.2018	1200	34	20	12	8	9	14
27.04.2018	24.04.2018	26.04.2018	1285	34	20	13	7	10	13
13.04.2018	10.04.2018	12.04.2018	1159	33	19	14	8	9	13
16.03.2018	13.03.2018	15.03.2018	1214	32	19	12	9	11	13
23.02.2018	20.02.2018	22.02.2018	1360	33	17	12	8	11	14
02.02.2018	30.01.2018	01.02.2018	1302	31	19	14	7	11	14
19.01.2018	16.01.2018	18.01.2018	1332	33	20	12	8	10	12
08.12.2017	05.12.2017	07.12.2017	1353	32	23	12	8	9	12
17.11.2017	14.11.2017	16.11.2017	1303	33	21	12	10	9	11
27.10.2017	24.10.2017	26.10.2017	1325	33	21	11	10	9	12
13.10.2017	10.10.2017	12.10.2017	1180	31	21	11	11	10	12
29.09.2017	26.09.2017	28.09.2017	1425	32	21	11	10	10	12
21.09.2017	20.09.2017	21.09.2017	1725	36	21.5	8	10	8.5	11
15.09.2017	12.09.2017	14.09.2017	1383	36	23	8	10	9	10
08.09.2017	05.09.2017	07.09.2017	1378	38	22	8	9	9	9
01.09.2017	29.08.2017	31.08.2017	1309	39	22	8	10	9	8
25.08.2017	22.08.2017	24.08.2017	1283	39	22	8	9	9	9
11.08.2017	08.08.2017	10.08.2017	1352	40	24	8	8	8	8
21.07.2017	18.07.2017	20.07.2017	1277	40	24	8	8	8	8
07.07.2017	04.07.2017	06.07.2017	1321	40	24	8	8	9	7
23.06.2017	20.06.2017	22.06.2017	1261	39	25	8	8	9	7
02.06.2017	30.05.2017	01.06.2017	1301	39	25	7	8	9	8
19.05.2017	16.05.2017	18.05.2017	1344	38	27	7	8	9	7
28.04.2017	25.04.2017	27.04.2017	1328	37	29	8	6	9	8
07.04.2017	04.04.2017	06.04.2017	1384	35	32	7	5	8	9
10.03.2017	07.03.2017	09.03.2017	1212	34	32	7	5	8	9
17.02.2017	14.02.2017	16.02.2017	1231	34	30	9	6	7	10
27.01.2017	24.01.2017	26.01.2017	1303	36	24	8	6	10	11
13.01.2017	10.01.2017	12.01.2017	1292	36	21	10	6	9	13
09.12.2016	06.12.2016	08.12.2016	1234	36	22	10	5	10	12
25.11.2016	22.11.2016	24.11.2016	1258	36	21	11	5	10	13
11.11.2016	08.11.2016	10.11.2016	1276	34	22	13	5	10	12
28.10.2016	25.10.2016	27.10.2016	1287	33	23	12	5	10	12
14.10.2016	11.10.2016	13.10.2016	1188	34	22	12	5	10	13
23.09.2016	20.09.2016	22.09.2016	1241	33	22	13	5	10	13
12.08.2016	09.08.2016	11.08.2016	1221	35	22	13	6	9	11
22.07.2016	19.07.2016	21.07.2016	1271	35	24	13	5	8	11
08.07.2016	04.07.2016	07.07.2016	1320	34	23	13	6	9	11
24.06.2016	20.06.2016	23.06.2016	1224	34	22	12	6	9	12
03.06.2016	31.05.2016	02.06.2016	1292	33	21	13	6	9	13
13.05.2016	10.05.2016	12.05.2016	1263	33	21	14	7	8	13
22.04.2016	19.04.2016	21.04.2016	1226	33	22	14	7	8	12
08.04.2016	05.04.2016	07.04.2016	1261	36	22	12	7	7	12
18.03.2016	15.03.2016	17.03.2016	1205	35	23	12	6	8	12
19.02.2016	16.02.2016	18.02.2016	1289	36	25	10	5	9	10
29.01.2016	26.01.2016	28.01.2016	1380	37	24	11	5	8	11
15.01.2016	12.01.2016	14.01.2016	1203	37	24	10	5	8	11
11.12.2015	08.12.2015	10.12.2015	1246	39	24	10	4	9	9
27.11.2015	24.11.2015	26.11.2015	1246	39	25	9	4	8	9
13.11.2015	10.11.2015	12.11.2015	1262	39	26	9	4	9	8
23.10.2015	20.10.2015	22.10.2015	1258	39	25	10	5	9	6
09.10.2015	06.10.2015	08.10.2015	1268	41	25	9	4	9	6
25.09.2015	22.09.2015	24.09.2015	1252	41	26	10	4	9	5
11.09.2015	08.09.2015	10.09.2015	1352	42	26	10	4	8	4
21.08.2015	18.08.2015	20.08.2015	1251	42	26	10	4	9	3
24.07.2015	21.07.2015	23.07.2015	1304	41	25	11	4	9	4
03.07.2015	30.06.2015	02.07.2015	1234	41	26	11	4	9	4
12.06.2015	09.06.2015	11.06.2015	1230	41	25	11	4	10	4
22.05.2015	19.05.2015	21.05.2015	1230	40	26	11	4	9	5
17.04.2015	14.04.2015	16.04.2015	1224	41	26	10	3	9	6
27.03.2015	24.03.2015	26.03.2015	1219	41	25	11	3	9	6
13.03.2015	10.03.2015	12.03.2015	1266	43	24	10	3	9	6
27.02.2015	24.02.2015	26.02.2015	1154	41	25	11	3	8	7
30.01.2015	27.01.2015	29.01.2015	1258	41	25	12	3	8	6
16.01.2015	13.01.2015	15.01.2015	1287	42	25	11	3	8	6
12.12.2014	08.12.2014	11.12.2014	1269	42	25	12	n/a	8	6
28.11.2014	25.11.2014	27.11.2014	1289	41	26	11	n/a	8	6
14.11.2014	11.11.2014	13.11.2014	1242	41	26	10	n/a	8	7
24.10.2014	21.10.2014	23.10.2014	1268	41	26	9	3	8	7
10.10.2014	07.10.2014	09.10.2014	1379	41	25	9	3	8	8
26.09.2014	23.09.2014	25.09.2014	1184	41	26	9	3	8	7
05.09.2014	02.09.2014	04.09.2014	1179	42	25	9	3	9	6
22.08.2014	19.08.2014	21.08.2014	1264	41	25	10	4	9	4
18.07.2014	15.07.2014	17.07.2014	1273	41	24	11	3	9	5
27.06.2014	23.06.2014	25.06.2014	1315	39	25	11	3	9	6
05.06.2014	02.06.2014	04.06.2014	1215	39	26	11	3	9	5
09.05.2014	06.05.2014	08.05.2014	1223	40	25	11	4	10	4
11.04.2014	08.04.2014	10.04.2014	1226	41	25	10	4	10	4
28.03.2014	25.03.2014	27.03.2014	1255	41	25	10	3	10	5
14.03.2014	11.03.2014	13.03.2014	1284	41	25	10	4	10	4
21.02.2014	18.02.2014	20.02.2014	1219	43	24	10	4	10	4
31.01.2014	28.01.2014	30.01.2014	1208	43	25	10	4	9	4
17.01.2014	14.01.2014	16.01.2014	1237	43	24	9	4	10	4
13.12.2013	10.12.2013	12.12.2013	1255	42	25	9	4	10	4
29.11.2013	26.11.2013	28.11.2013	1270	42	26	8	3	10	5
08.11.2013	05.11.2013	07.11.2013	1288	42	26	9	3	9	5
18.10.2013	15.10.2013	17.10.2013	1183	42	26	8	3	10	5
19.09.2013	18.09.2013	19.09.2013	1369	40	27	9	5.5	8.5	4
13.09.2013	10.09.2013	12.09.2013	1298	40	26	11	6	8	4
05.09.2013	02.09.2013	04.09.2013	1296	41	26	10	6	8	3
29.08.2013	26.08.2013	28.08.2013	1358	41	26	12	6	7	3
23.08.2013	20.08.2013	22.08.2013	1287	41	25	13	6	8	n/a
16.08.2013	13.08.2013	15.08.2013	1316	41	25	13	5	8	n/a
02.08.2013	30.07.2013	01.08.2013	1340	40	27	14	5	7	n/a
12.07.2013	09.07.2013	11.07.2013	1338	41	26	13	5	7	3
28.06.2013	25.06.2013	27.06.2013	1276	43	26	13	4	6	3
07.06.2013	04.06.2013	06.06.2013	1275	42	28	13	4	6	3
17.05.2013	14.05.2013	16.05.2013	1244	41	29	13	4	6	3
26.04.2013	23.04.2013	25.04.2013	1231	40	28	14	4	6	3
12.04.2013	09.04.2013	11.04.2013	1302	42	27	14	4	6	n/a
22.03.2013	19.03.2013	21.03.2013	1296	40	29	14	4	7	n/a
08.03.2013	05.03.2013	07.03.2013	1345	41	28	14	4	7	n/a
22.02.2013	19.02.2013	21.02.2013	1298	40	30	14	4	6	n/a
25.01.2013	22.01.2013	24.01.2013	1249	41	29	13	4	6	n/a
11.01.2013	08.01.2013	10.01.2013	1358	42	28	13	4	6	n/a
14.12.2012	11.12.2012	13.12.2012	1280	40	30	13	4	7	n/a
30.11.2012	27.11.2012	29.11.2012	1288	38	29	14	4	7	n/a
16.11.2012	13.11.2012	15.11.2012	1262	39	30	13	4	6	n/a
26.10.2012	23.10.2012	25.10.2012	1286	39	29	13	4	6	n/a
11.10.2012	08.10.2012	10.10.2012	1225	38	31	12	4	6	n/a
28.09.2012	25.09.2012	27.09.2012	1187	38	29	13	4	6	n/a
14.09.2012	11.09.2012	13.09.2012	1198	36	30	13	4	6	n/a
24.08.2012	21.08.2012	23.08.2012	1154	37	29	12	5	6	n/a
13.07.2012	10.07.2012	12.07.2012	1255	36	30	13	4	6	n/a
15.06.2012	11.06.2012	14.06.2012	1232	34	32	13	5	5	n/a
25.05.2012	22.05.2012	24.05.2012	1312	36	31	14	4	5	n/a
16.05.2012	14.05.2012	15.05.2012	1053	35	30	13	4	5	n/a
27.04.2012	24.04.2012	26.04.2012	1254	35	29	14	3	6	n/a
30.03.2012	27.03.2012	29.03.2012	1271	36	29	14	3	7	n/a
09.03.2012	06.03.2012	08.03.2012	1246	36	30	14	3	7	n/a
10.02.2012	07.02.2012	09.02.2012	1272	37	29	14	3	7	n/a
27.01.2012	24.01.2012	26.01.2012	1262	36	30	16	3	7	n/a
13.01.2012	10.01.2012	12.01.2012	1359	36	31	15	4	6	n/a
16.12.2011	13.12.2011	15.12.2011	1232	34	31	17	4	6	n/a
25.11.2011	22.11.2011	24.11.2011	1276	35	30	16	4	6	n/a
11.11.2011	08.11.2011	10.11.2011	1278	34	30	17	4	7	n/a
28.10.2011	25.10.2011	27.10.2011	1226	34	31	16	4	6	n/a
14.10.2011	11.10.2011	13.10.2011	1255	34	30	16	4	6	n/a
23.09.2011	20.09.2011	22.09.2011	1229	34	30	18	4	6	n/a
09.09.2011	06.09.2011	08.09.2011	1287	34	30	20	4	6	n/a
12.08.2011	09.08.2011	11.08.2011	1280	34	29	20	4	7	n/a
15.07.2011	12.07.2011	14.07.2011	1273	33	29	22	4	7	n/a
10.06.2011	07.06.2011	09.06.2011	1332	34	28	22	4	7	n/a
27.05.2011	24.05.2011	26.05.2011	1228	34	28	22	4	7	n/a
06.05.2011	03.05.2011	05.05.2011	1325	35	26	23	4	7	n/a
15.04.2011	12.04.2011	14.04.2011	1254	34	27	23	4	7	n/a
01.04.2011	29.03.2011	31.03.2011	1283	34	28	19	5	8	n/a
25.02.2011	22.02.2011	24.02.2011	1306	36	29	15	5	9	n/a
11.02.2011	08.02.2011	10.02.2011	1257	36	27	17	5	9	n/a
28.01.2011	25.01.2011	27.01.2011	1336	36	27	19	5	8	n/a
14.01.2011	11.01.2011	12.01.2011	1245	35	29	18	5	8	n/a
17.12.2010	14.12.2010	16.12.2010	1421	34	28	19	5	9	n/a
03.12.2010	30.11.2010	02.12.2010	1317	34	27	20	5	9	n/a
12.11.2010	09.11.2010	11.11.2010	1262	33	28	20	5	9	n/a
22.10.2010	19.10.2010	21.10.2010	1250	32	29	20	5	9	n/a
01.10.2010	28.09.2010	30.09.2010	1323	31	30	19	5	9	n/a
24.09.2010	21.09.2010	23.09.2010	1227	31	30	19	5	9	n/a
10.09.2010	07.09.2010	09.09.2010	1221	32	31	17	5	10	n/a
27.08.2010	24.08.2010	26.08.2010	1211	33	31	16	5	10	n/a
16.07.2010	13.07.2010	15.07.2010	1178	33	32	15	5	10	n/a
18.06.2010	15.06.2010	17.06.2010	1265	33	31	15	5	11	n/a
04.06.2010	13.05.2010	02.06.2010	1271	34	29	15	6	10	n/a
21.05.2010	18.05.2010	20.05.2010	1260	36	27	14	6	11	n/a
23.04.2010	20.04.2010	22.04.2010	1203	38	26	13	8	10	n/a
26.03.2010	23.03.2010	25.03.2010	1260	37	26	13	9	11	n/a
12.03.2010	09.03.2010	11.03.2010	1204	36	25	14	10	10	n/a
26.02.2010	23.02.2010	25.02.2010	1324	36	25	14	10	10	n/a
29.01.2010	26.01.2010	28.01.2010	1256	37	26	12	10	10	n/a
15.01.2010	12.01.2010	14.01.2010	1256	36	25	12	11	11	n/a
11.12.2009	08.12.2009	10.12.2009	1221	35	25	11	12	11	n/a
27.11.2009	24.11.2009	26.11.2009	1253	35	24	10	13	12	n/a
30.10.2009	27.10.2009	29.10.2009	1207	36	22	11	13	13	n/a
16.10.2009	13.10.2009	15.10.2009	1298	35	22	11	14	13	n/a
02.10.2009	29.09.2009	01.10.2009	1326	35	22	11	14	13	n/a
